TNC	799.62893485389	-1.28604296117888	0.0802209551729198	-16.0312596429045	7.72998359371179e-58	1.12169791928352e-53
COL5A2	539.543870643152	-1.37507113883558	0.0919457283350705	-14.9552476633228	1.43945206876768e-50	1.04439444849439e-46
FSTL1	499.991923053557	-0.911162059858334	0.0934336246426643	-9.75197166269704	1.80919767964656e-22	8.7510891764504e-19
IL13RA2	176.36624443849	-1.09593155011432	0.11306006233709	-9.69335703041441	3.21774647896037e-22	1.16731797890485e-18
CALD1	323.466734786581	-0.968293878489907	0.101182552305661	-9.56977123451878	1.07142482132323e-21	3.10948911644429e-18
RND3	325.005649100505	-0.953635324149587	0.100792075161094	-9.46141174914204	3.03813238701653e-21	7.34772317799948e-18
MED19	277.249514636171	0.917842215612026	0.103790692066947	8.84320354102657	9.30125688153032e-19	1.77483699723099e-15
MYEOV	825.412282546808	0.711074038248229	0.0804606156783803	8.83754160035956	9.78478118520287e-19	1.77483699723099e-15
STC1	5077.88612169949	-0.520767195865141	0.0600510104686034	-8.67208048293233	4.24295578105492e-18	6.84105903765422e-15
SERPINA1	257.963177834987	0.910150427556417	0.106075145045742	8.58024212141254	9.46736496391083e-18	1.3738093299131e-14
MMP2	2102.36635944803	-0.549455880683659	0.0667612559285981	-8.23016093752502	1.86962082357412e-16	2.4663697973531e-13
STAC	169.844021389996	-0.908000715674238	0.113988830760452	-7.965699004163	1.64292403007368e-15	1.9867058833666e-12
GABRB3	302.772304981175	-0.795662905385943	0.100011685906803	-7.9556993582469	1.78122452987927e-15	1.98825762715985e-12
IGFBP3	350.713249382882	0.761208524071501	0.100121683756527	7.6028338269119	2.89715407388535e-14	2.95673285060733e-11
ITGB4	342.720731199055	0.738234705970146	0.0971884490670433	7.59590993638443	3.05637052988147e-14	2.95673285060733e-11
HLA-B	1779.02801966694	-0.580717855812971	0.0769178339001775	-7.54984671781859	4.35770805179431e-14	3.9521688462242e-11
LOC124903209	1088.87693406358	0.618593900475315	0.08207779395503	7.53667795718583	4.82094926353657e-14	4.11510557430466e-11
LGALS3BP	167.560981037154	-0.826933363855878	0.112382875186596	-7.35817946001891	1.8643530041934e-13	1.50297924688058e-10
LAMB3	73.514488351844	0.85828264174162	0.11698952870807	7.33640566997528	2.19406323293546e-13	1.61091023860305e-10
LTBP1	686.526238199901	-0.605542113798183	0.0826308785490119	-7.3282787794518	2.33127386194363e-13	1.61091023860305e-10
RTN1	797.948058666538	-0.616834017364555	0.0841481839565908	-7.33033071376512	2.2958546994747e-13	1.61091023860305e-10
EDIL3	50.627246879425	-0.828618385877984	0.113211042678991	-7.31923641254257	2.49385911214497e-13	1.64492679892435e-10
NEAT1	3941.46153843603	0.47312964113962	0.0660480346191181	7.16341741079862	7.86902783929783e-13	4.96467230330656e-10
SEMA3A	667.106008645928	-0.653807575891577	0.0921261928211124	-7.09686958584209	1.27614374347914e-12	7.71588410901075e-10
PXDN	450.472209220672	0.637874471948382	0.0907436707450507	7.02941005924838	2.07408597056584e-12	1.20388246075524e-09
IGF2	200.431979391845	0.750517908195231	0.109266318344291	6.86870317923952	6.47881494623413e-12	3.61592629556937e-09
LINC00707	728.533565055045	0.536015159157134	0.0823914355972712	6.50571452325668	7.73249487179224e-11	4.15578641053989e-08
DSG2	3380.88087519825	-0.443895354104708	0.0689273845003358	-6.44004349392577	1.19439270255802e-10	6.18994018100693e-08
G0S2	33.5037424337551	0.664677710386514	0.104991962523315	6.33074851076255	2.43974724214873e-10	1.22079904244208e-07
AASS	309.66460342521	-0.676254235015208	0.107105516250977	-6.31390668460589	2.72078033769909e-10	1.31604144934505e-07
THBS2	576.885545350072	0.561385755032332	0.0890198439058227	6.30629902728477	2.85786647122798e-10	1.33775807625772e-07
CPE	201.284121665807	-0.69625447438997	0.110891171188714	-6.27871873771705	3.41374503605855e-10	1.54802669432017e-07
TGM2	12777.1306254315	0.381313148643047	0.0609203869279958	6.25920431355329	3.8694664968902e-10	1.70150994958708e-07
ITGA5	1704.71261537427	-0.414021680673414	0.0664751649868437	-6.22821591725804	4.71776591544251e-10	2.01351474114666e-07
PDE10A	61.6954940042322	-0.720840262834031	0.116174218388343	-6.2048212833628	5.47590951017927e-10	2.27031208292032e-07
